cve,created_at,source,body
['CVE-2025-2767'],2025-04-23,mastodon,"CVE-2025-2767 - Arista NG Firewall User-Agent Cross-Site Scripting Remote Code Execution April 23, 2025 at 05:16PM  https:// ift.tt/30saUgr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-2764'],2025-04-23,mastodon,"CVE-2025-2764 - CarlinKit CPC200-CCPA Update.cgi Cryptographic Signature Verification Bypass Code Execution Vulnerability April 23, 2025 at 05:16PM  https:// ift.tt/4SNU89c   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1050'],2025-04-23,mastodon,"CVE-2025-1050 - Sonos Era 300 Out-of-Bounds Write Remote Code Exec April 23, 2025 at 05:16PM  https:// ift.tt/seb7Qcz   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1049'],2025-04-23,mastodon,"CVE-2025-1049 - Sonos Era 300 Heap-based Buffer Overflow Remote Code Execution Vulnerability April 23, 2025 at 05:16PM  https:// ift.tt/w26tafv   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1048'],2025-04-23,mastodon,"CVE-2025-1048 - Sonos Era 300 Speaker SMB Use-After-Free Remote Code Execution Vulnerability April 23, 2025 at 05:16PM  https:// ift.tt/2dxTFPE   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-45429'],2025-04-23,mastodon,"CVE-2025-45429 - Tenda ac9 Stack Overflow Vulnerability April 23, 2025 at 04:15PM  https:// ift.tt/UbSpQR6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-45428'],2025-04-23,mastodon,"CVE-2025-45428 - Tenda AC9 Stack Overflow Vulnerability April 23, 2025 at 03:16PM  https:// ift.tt/w15VkKD   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-45427'],2025-04-23,mastodon,"CVE-2025-45427 - Tenda AC9 Stack Overflow Vulnerability April 23, 2025 at 03:16PM  https:// ift.tt/i0O7FfY   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28036'],2025-04-23,mastodon,"CVE-2025-28036 - TOTOLINK A950RG Remote Command Execution Vulnerability April 22, 2025 at 06:15PM  https:// ift.tt/uA9mUZI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28035'],2025-04-23,mastodon,"CVE-2025-28035 - TOTOLINK A830R Remote Command Execution Vulnerability April 22, 2025 at 06:15PM  https:// ift.tt/W6ncIGY   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28037'],2025-04-23,mastodon,"CVE-2025-28037 - TOTOLINK A810R/A950RG Remote Command Execution April 22, 2025 at 04:15PM  https:// ift.tt/RgyB3Dl   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28034'],2025-04-23,mastodon,"CVE-2025-28034 - TOTOLINK Router Pre-Auth Remote Command Execution Vulnerability April 22, 2025 at 02:15PM  https:// ift.tt/VXbtjyD   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-40446'],2025-04-23,mastodon,"CVE-2024-40446 - Forkosh Mime Tex Script Injection Vulnerability April 22, 2025 at 02:15PM  https:// ift.tt/J4QdWcZ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-37087'],2025-04-23,mastodon,"CVE-2025-37087 - HPE Performance Cluster Manager (HPCM) Arbitrary File Access Vulnerability April 22, 2025 at 09:15PM  https:// ift.tt/qwJM1sr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43951'],2025-04-23,mastodon,"CVE-2025-43951 - LabVantage Local File Inclusion Vulnerability April 22, 2025 at 06:16PM  https:// ift.tt/dYEQAcn   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43949'],2025-04-23,mastodon,"CVE-2025-43949 - MuM MapEdit SQL Injection Vulnerability April 22, 2025 at 06:16PM  https:// ift.tt/ifwU8rG   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43946'],2025-04-23,mastodon,"CVE-2025-43946 - TCPWave DDI Remote Code Execution Vulnerability April 22, 2025 at 06:16PM  https:// ift.tt/GDV806E   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2023-44755'],2025-04-23,mastodon,"CVE-2023-44755 - Sacco Management System SQL Injection April 22, 2025 at 06:15PM  https:// ift.tt/326pYBd   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2023-44752'],2025-04-23,mastodon,"CVE-2023-44752 - Apache Student Study Center Desk Management System Authentication Bypass April 22, 2025 at 06:15PM  https:// ift.tt/aSpbh6c   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2023-43958'],2025-04-23,mastodon,"CVE-2023-43958 - ""OpenMRS jQuery File Upload Remote Code Execution Vulnerability"" April 22, 2025 at 06:15PM  https:// ift.tt/kCoNqHW   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28030'],2025-04-23,mastodon,"CVE-2025-28030 - TOTOLINK A810R Stack Overflow Vulnerability April 22, 2025 at 04:15PM  https:// ift.tt/5tqv9fs   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28024'],2025-04-23,mastodon,"CVE-2025-28024 - TOTOLINK A810R Buffer Overflow Vulnerability April 22, 2025 at 04:15PM  https:// ift.tt/4cLTYpG   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3529'],2025-04-23,mastodon,"CVE-2025-3529 - WordPress Simple Shopping Cart Sensitive Information Exposure April 23, 2025 at 08:15AM  https:// ift.tt/j8z4INW   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['cve-2025-46221'],2025-04-23,mastodon,"While digging into some  # Fortinet  vulnerabilities, I discovered a set of CVEs that were rejected for being unused. I'm wondering how this is actually helping vulnerability management. Does this mean those will be never used? or something else? # vulnerability   # cve   # vulnerabilities     https:// vulnerability.circl.lu/vuln/cv e-2025-46221"
['CVE-2025-28039'],2025-04-22,mastodon,"CVE-2025-28039 - TOTOLINK EX1200T Remote Command Execution Vulnerability April 22, 2025 at 06:15PM  https:// ift.tt/xghnYEe   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28038'],2025-04-22,mastodon,"CVE-2025-28038 - TOTOLINK EX1200T Remote Command Execution Vulnerability April 22, 2025 at 06:15PM  https:// ift.tt/3Ltlid5   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-34028'],2025-04-22,mastodon,"CVE-2025-34028 - Commvault Command Center Innovation Release Remote Code Execution Path Traversal April 22, 2025 at 05:16PM  https:// ift.tt/YzmZCPJ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-23176'],2025-04-22,mastodon,"CVE-2025-23176 - Apache Web Server SQL Injection Vulnerability April 22, 2025 at 03:16PM  https:// ift.tt/OyX6vmr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1951'],2025-04-22,mastodon,"CVE-2025-1951 - IBM Hardware Management Console Privilege Escalation Vulnerability April 22, 2025 at 03:16PM  https:// ift.tt/iEqrKkW   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1950'],2025-04-22,mastodon,"CVE-2025-1950 - IBM Hardware Management Console - Local Command Execution Vulnerability April 22, 2025 at 03:16PM  https:// ift.tt/Z5NX0Ii   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-2594'],2025-04-22,mastodon,"CVE-2025-2594 - WordPress User Registration & Membership Unauthorized Authentication Vulnerability April 22, 2025 at 06:15AM  https:// ift.tt/zTsAOf6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-27086'],2025-04-22,mastodon,"CVE-2025-27086 - Hewlett Packard Enterprise HPE Performance Cluster Manager (HPCM) Authentication Bypass Vulnerability April 21, 2025 at 06:15PM  https:// ift.tt/PzwAmW1   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28197'],2025-04-22,mastodon,"CVE-2025-28197 - Crawl4AI SSRF April 18, 2025 at 08:15PM  https:// ift.tt/5zUfDFq   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-28242'],2025-04-22,mastodon,"CVE-2025-28242 - DAEnetIP4 METO Session Hijacking Vulnerability April 18, 2025 at 06:15PM  https:// ift.tt/dtJpZPK   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-46241'],2025-04-22,mastodon,"CVE-2025-46241 - Codepeople Appointment Booking Calendar CSRF-Enabled SQL Injection April 22, 2025 at 10:15AM  https:// ift.tt/xbi2zCG   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2018-1285'],2025-04-22,mastodon,"# OT   # Advisory  VDE-2024-004 TRUMPF: Multiple products affected by log4net vulnerability The versions of TRUMPF products stated below are including a version of log4net that’s prone to XXE (External XML Entities) attacks under certain circumstances. This means, the log4net code can be tricked into loading externally hosted, potentially malicious XML code and possibly executing it. This vulnerability allows for the execution of remote XML code, possibly resulting in unauthorized (remote) access to, change of data or disruption of the whole system running the vulnerable application. # CVE  CVE-2018-1285 https:// certvde.com/en/advisories/VDE- 2024-004 # CSAF   https:// trumpf.csaf-tp.certvde.com/.we ll-known/csaf/white/2025/vde-2024-004.json"
['CVE-2025-3616'],2025-04-22,mastodon,"CVE-2025-3616 - Greenshift WordPress Animation and Page Builder Blocks Unvalidated File Upload Vulnerability April 22, 2025 at 05:15AM  https:// ift.tt/AmSf6yp   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3854'],2025-04-22,mastodon,"CVE-2025-3854 - H3C GR-3000AX HTTP POST Request Handler Buffer Overflow Vulnerability April 22, 2025 at 01:15AM  https:// ift.tt/fjOYTSR   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-58250'],2025-04-22,mastodon,"CVE-2024-58250 - ppp Passprompt Privilege Escalation Vulnerability April 22, 2025 at 01:15AM  https:// ift.tt/1cSrdtm   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-32958'],2025-04-21,mastodon,"CVE-2025-32958 - Adept Language GitHub Token Exposure April 21, 2025 at 09:15PM  https:// ift.tt/xYkm1bd   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-32956'],2025-04-21,mastodon,"CVE-2025-32956 - ManageWiki SQL Injection Vulnerability April 21, 2025 at 09:15PM  https:// ift.tt/8RXZGsE   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43922'],2025-04-21,mastodon,"CVE-2025-43922 - FileWave Windows Privilege Escalation April 21, 2025 at 04:15PM  https:// ift.tt/19sca36   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-29660'],2025-04-21,mastodon,"CVE-2025-29660 - Yi IOT XY-3820 Remote Code Execution Vulnerability April 21, 2025 at 03:16PM  https:// ift.tt/EMebXvV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-29659'],2025-04-21,mastodon,"CVE-2025-29659 - Yi IOT XY-3820 Remote Command Execution Vulnerability April 21, 2025 at 03:16PM  https:// ift.tt/8sMNqv6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-29287'],2025-04-21,mastodon,"CVE-2025-29287 - MCMS Ueditor Unrestricted File Upload Vulnerability April 21, 2025 at 03:15PM  https:// ift.tt/teKyNm4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-32408'],2025-04-21,mastodon,"CVE-2025-32408 - Soffid Console Java Deserialization Remote Code Execution April 21, 2025 at 01:15PM  https:// ift.tt/QazBvGH   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-0467'],2025-04-21,mastodon,"CVE-2025-0467 - VMware GPU Firmware Memory Corruption April 18, 2025 at 01:15AM  https:// ift.tt/p52wP97   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-29058'],2025-04-21,mastodon,"CVE-2025-29058 - Qimou CMS Remote Code Execution Vulnerability April 18, 2025 at 09:15PM  https:// ift.tt/hYW928T   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-53591'],2025-04-21,mastodon,"CVE-2024-53591 - Seclore Brute Force Authentication Bypass April 18, 2025 at 09:15PM  https:// ift.tt/LFGWlBD   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43971'],2025-04-21,mastodon,"CVE-2025-43971 - GoBGP Zero-Value Software Version Len Panic April 21, 2025 at 01:15AM  https:// ift.tt/l67UsYZ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3820'],2025-04-19,mastodon,"CVE-2025-3820 - Tenda W12 and i24 Remote Stack-Based Buffer Overflow April 19, 2025 at 09:15PM  https:// ift.tt/2uAI1bm   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-43917'],2025-04-19,mastodon,"CVE-2025-43917 - Pritunl Client Privilege Escalation Vulnerability April 19, 2025 at 07:15PM  https:// ift.tt/QoKlM9f   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3803'],2025-04-19,mastodon,"CVE-2025-3803 - Tenda W12 and i24 Stack-Based Buffer Overflow Vulnerability April 19, 2025 at 03:15PM  https:// ift.tt/mVaRn3p   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3802'],2025-04-19,mastodon,"CVE-2025-3802 - Tenda W12 and i24 HTTPd cgiPingSet Stack-Based Buffer Overflow April 19, 2025 at 03:15PM  https:// ift.tt/JUSsqkN   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3404'],2025-04-19,mastodon,"CVE-2025-3404 - ""WordPress Download Manager Arbitrary File Deletion Vulnerability"" April 19, 2025 at 08:15AM  https:// ift.tt/seorOEz   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2021-4455'],2025-04-19,mastodon,"CVE-2021-4455 - ""Wordpress Smart Product Review Plugin File Upload Vulnerability"" April 19, 2025 at 08:15AM  https:// ift.tt/XntmD86   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1093'],2025-04-19,mastodon,"CVE-2025-1093 - WordPress AIHub Theme Remote Code Execution File Upload Vulnerability April 19, 2025 at 04:15AM  https:// ift.tt/cSmoPdI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3278'],2025-04-19,mastodon,"CVE-2025-3278 - ""UrbanGo Membership Plugin Privilege Escalation Vulnerability"" April 19, 2025 at 03:15AM  https:// ift.tt/ALisBGF   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-32953'],2025-04-18,mastodon,"CVE-2025-32953 - Z80pack GitHub Token Exposure April 18, 2025 at 09:15PM  https:// ift.tt/f0UWnjS   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3786'],2025-04-18,mastodon,"CVE-2025-3786 - Tenda AC15 Wireless Repeat Buffer Overflow Vulnerability April 18, 2025 at 09:15AM  https:// ift.tt/PTpwNkV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-3785'],2025-04-18,mastodon,"CVE-2025-3785 - D-Link DWR-M961 Stack-Based Buffer Overflow Vulnerability April 18, 2025 at 09:15AM  https:// ift.tt/xJ6qPwV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-1863'],2025-04-18,mastodon,"CVE-2025-1863 - Yokogawa Electric Corporation Paperless Recorders Authentication Bypass April 18, 2025 at 06:15AM  https:// ift.tt/mgOZ8r6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-29662'],2025-04-18,mastodon,"CVE-2025-29662 - LandChat Remote Code Execution (RCE) April 17, 2025 at 05:15PM  https:// ift.tt/KUvrcIt   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-32433'],2025-04-18,mastodon,"Whoa, heads up cybersecurity folks! There's a particularly nasty bug making the rounds: **CVE-2025-32433** in Erlang/OTP SSH. And yes, it scored a perfect CVSS 10.0 🤯. We're talking potential **unauthorized remote code execution** here. Basically, an attacker can sneak SSH messages through *before* any authentication even happens. Think about that for a second. If your SSH daemon happens to be running as root... well, that's pretty much game over for the system. This isn't just a minor issue; it impacts *anyone* using the Erlang/OTP SSH implementation. **The good news?** Patches are available! You'll want to update to one of these versions ASAP: *   OTP-27.3.3 *   OTP-26.2.5.11 *   OTP-25.3.2.20 Speaking as a pentester, gotta say, that's a clever (and worrying!) vulnerability path . Another thing to keep in mind: your typical automated vulnerability scanners might completely miss this one due to the pre-auth nature. So, what's your take? Have any of you run into this yet or started testing for it? Curious to know what tools you're finding effective for detection or exploitation testing! Let's discuss  # CVE   # CyberSecurity   # Erlang   # OTP   # SSH   # Vulnerability   # RCE   # PatchNow   # InfoSec   # Pentesting"
['CVE-2025-39471'],2025-04-18,mastodon,"CVE-2025-39471 - Pantherius Modal Survey SQL Injection Vulnerability April 18, 2025 at 05:15AM  https:// ift.tt/ixJW341   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2025-39470'],2025-04-18,mastodon,"CVE-2025-39470 - ThimPress Ivy School PHP Local File Inclusion Vulnerability April 18, 2025 at 05:15AM  https:// ift.tt/fSPUpy7   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
